title,email,state,searchString,website,phoneUnformatted,address
Diş Hekimi Ramazan İnkaya,info@doktorsitesi.com; ik@doktorsitesi.com; kvkk@doktorsitesi.com,İstanbul,diş hekimleri,https://www.doktorsitesi.com/dt-ramazan-inkaya/dis-hekimi/istanbul,908504748130.0,"Barbaros Hayrettin Paşa Mah. 1992. Sok. No:8/10G, 34545 Esenyurt/İstanbul, Türkiye"
DİŞ HEKİMİ (DENTIST) FİKRET ALTAN DİŞ KLİNİĞİ(CLINIC)SARIYER MASLAK İSTİNYE FERAHEVLER YENİKÖY TARABYA İSTİNYEPARK MASLAK1453,fikretaltan@gmail.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com; 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com,İstanbul,diş hekimleri,http://www.fikretaltan.com/,905423122441.0,"Reşitpaşa, Şirin Sk. No:79/A, 34467 Sarıyer/İstanbul, Türkiye"
Confident Oral and Dental Health Center,info@confident.net; confident@super.usr,İstanbul,diş hekimleri,http://www.confident.net/,,"Mecidiyeköy, &, Büyükdere Caddesi, Akıncı Bayırı Sk. No:12, 34387 Şişli/İstanbul, Türkiye"
"Dt. Çağdaş Yakın, Diş Hekimi",,İstanbul,diş hekimleri,https://www.dtcagdasyakin.com/,902125600388.0,"Ataköy 9. Kısım, Uğur Mumcu Bulvarı, A/11a, D:4, 34000 Bakırköy/İstanbul, Türkiye"
Dent in Levent - Uzm.Dr. Gözde Alemdar,,İstanbul,diş hekimleri,https://www.dentinlevent.com/,902122700015.0,"Konaklar, Levent Mahallesi, Akçam Cd No:22, 34330 Beşiktaş/İstanbul, Türkiye"
Diş Hekimi,,İstanbul,diş hekimleri,http://www.dishekimi.com.tr/,905302934058.0,"Gümüşsuyu, Sıraselviler Cd. No:1, 34000 Beyoğlu/İstanbul, Türkiye"
Sistem Agiz Ve Dis Sagligi Poliklinigi,syildirim@dentista.com.tr; hsoydemir@dentista.com.tr; eboztepe@sistemdis.com; ebayramoglu@sistemdis.com; skocamanoglu@sistemdis.com; info@sistemdis.com; ozlemsucu@dentista.com.tr; rbayri@sistemdis.com; bdabakoglu@sistemdis.com; mergun@dentista.com.tr,İstanbul,diş hekimleri,http://www.sistemdis.com/,902128539676.0,"Barış mah. Akdeniz Cad. Albayrak Piramit Blokları B1 Blok Daire 2, 34520 Beylikdüzü/İstanbul, Türkiye"
MosDent Dental Hospital,info@www.mosdent.com.tr,İstanbul,diş hekimleri,https://www.mosdent.com.tr/?lang=tr,902125060000.0,"Bahçelievler, Naci Kasım Cd. No:2/3, 34180 Bahçelievler/İstanbul, Türkiye"
Nova Diş Ağız ve Diş Sağlığı Merkezi,,İstanbul,diş hekimleri,https://novadis.com.tr/,902128710072.0,"Barış Mah. Belediye Cad. Ginza Lavinya Park No:30 B Blok /82, 34325 Beylikdüzü/İstanbul, Türkiye"
Doğal Diş Kliniği,randevu@dogaldis.com.tr,İstanbul,diş hekimleri,http://www.dogaldis.com.tr/,902167484848.0,"19 Mayıs, Bayar Cd. No:21A, 34736 Kadıköy/İstanbul, Türkiye"
Avrupa Dis,esenyurt@avrupadis.com; avcilar@avrupadis.com; ambarli@avrupadis.com; info@avrupadis.com; atasehir@avrupadis.com; acibadem@avrupadis.com; bahcesehir@avrupadis.com; agora@avrupadis.com,İstanbul,diş hekimleri,http://www.avrupadis.com/,,"Kaya Millenium İş Merkezi No:1 D:49-51, 34520 Beylikdüzü/İstanbul, Türkiye"
Dr. Cem Baysal,info@drcembaysal.com,İstanbul,diş hekimleri,https://drcembaysal.com/en,905322845431.0,"Teşvikiye, Hacı Emin Efendi Sk. No:64, 34365 Şişli/İstanbul, Türkiye"
SPECIAL DENTTEK ORAL AND DENTAL HEALTH CLINIC,info@denttek.com.tr,İstanbul,diş hekimleri,http://www.denttek.com.tr/,902128535341.0,"Cumhuriyet, Nazım Hikmet Blv. no:89/2, 34515 Esenyurt/İstanbul, Türkiye"
Diş Doktorum Ağız ve Diş Sağlığı Polikliniği,info@disdoktorum.com.tr,İstanbul,diş hekimleri,https://www.disdoktorum.com.tr/,902165772244.0,"İçerenköy, Prof. Dr. Necmettin Erbakan Cd 36/1, 34752 Ataşehir/İstanbul, Türkiye"
His Dental Ağız ve Diş Sağlığı Merkezi,,İstanbul,diş hekimleri,http://www.hisdental.com.tr/,902165081843.0,"Necip Fazıl, Alemdağ Cd. No:583, 34773 Ümraniye/İstanbul, Türkiye"
Özel 34 Ağız ve Diş Sağlığı Polikliniği | Avcılar Diş Hekimi | Diş Polikliniği | İmplant Tedavisi | Zirkonyum Kaplama,info@dental34.com.tr; ozel34adsp@gmail.com,İstanbul,diş hekimleri,https://www.dental34.com.tr/,905337310334.0,"Ambarlı, Reşit Paşa Cd. No:107B, 34310 Avcılar/İstanbul, Türkiye"
Dentaria Clinic,web@volkanarici.com,İstanbul,diş hekimleri,http://www.volkanarici.com/,902125735444.0,"Yeşilyurt, Mediha Sengir Apartmanı, Sahil Yolu Cd. No:11 Daire:1, 34149 Bakırköy/İstanbul, Türkiye"
Special ciphering the check to the Oral and Dental Health Clinic,,İstanbul,diş hekimleri,https://www.dentlineklinik.com/,902128761646.0,"Beylikdüzü OSB, Birlik San. Sit. Cd. Keleşoğlu Plaza 3/5, 34520 Beylikdüzü/İstanbul, Türkiye"
Özel İDentik Ağız Ve Diş Sağlığı Polikliniği | Bağdat Dental Clinic,identicadentalclinic@gmail.com; contact@mysite.com; contact@identik.com,İstanbul,diş hekimleri,https://ozelidentik.com/,905394336845.0,"Zühtüpaşa, Bağdat Cad. 23/A, 34724 Kadıköy/İstanbul, Türkiye"
Diş Hekimi Yasin Çelik,destek@natro.com,İstanbul,diş hekimleri,http://www.dtyasincelik.com/,905056461488.0,"Adnan Kahveci Mahallesi Yavuz Sultan Selim Bulvarı Kubist Rezidans Kat 2 Daire 177, 34528 Beylikdüzü/İstanbul, Türkiye"
Dt. Mehmet Nuri YÜKSEK | Implant Uzmanı | Kozmetik Diş Hekimi,20info@dentzade.com; info@dentzade.com,İstanbul,diş hekimleri,https://dentzade.com/team/,902162130044.0,"Barbaros, Dentzade Dental Clinic, 34000 Üsküdar/İstanbul, Türkiye"
Özel Anı Ağız ve Diş Sağlığı Polikliniği,info@anident.com.tr,İstanbul,diş hekimleri,https://www.anident.com.tr/,902128309666.0,"Barış Mahallesi, Westside E1, Enver Adakan Caddesi Dükkan No:21/A, 34520 Beylikdüzü/İstanbul, Türkiye"
Akva Ağız ve Diş Sağlığı Polikliniği,,İstanbul,diş hekimleri,https://www.akvadent.com/,905446201020.0,"Yakuplu, Hürriyet Blv 1d, 34524 Beylikdüzü/İstanbul, Türkiye"
Özel Ersa Ağız ve Diş Sağlığı Polikliniği,info@ersadental.com,İstanbul,diş hekimleri,http://www.ersadental.com/,902128560050.0,"Pınartepe mah. Avrupa Cad. D Blok No:73, D:1H, 34500 Büyükçekmece/İstanbul, Türkiye"
Diş Hekimi Fatih Kıvrak,volkanaydogan@gmail.com; dr.fatihkivrak@gmail.com,İstanbul,diş hekimleri,http://www.fatihkivrak.com/,905425569542.0,"Cumhuriyet, Dent TEK ADSP, Nazım Hikmet Blv. No:89/A, 34515 Esenyurt/İstanbul, Türkiye"
Mustafa Ahmet,,İstanbul,diş hekimleri,http://mustafaahmet.com/,902126909672.0,"Saadetdere, Abdi İpekçi Cd. No:65, 34513 Esenyurt/İstanbul, Türkiye"
Özel Akadental Diş Polikliniği,info@akadental.com,İstanbul,diş hekimleri,http://www.akadental.com/,905308790678.0,"Cumhuriyet, Nazım Hikmet Blv. Concepta Plaza A blok Kat: 3, 34500 Esenyurt/İstanbul, Türkiye"
Esnan Oral and Dental Health Center - Beylikdüzü Branch,esenler@esnan.com.tr; skyland@esnan.com.tr; topkapi@esnan.com.tr; esnan@esnan.com.tr; esnan@hs01.kep.tr,İstanbul,diş hekimleri,https://www.esnandentalclinics.com/,902128552727.0,"Midpoint Sitesi, Yavuz Sultan Selim Bulvarı, Çalışlar Cd. No:2, 34528 Beylikdüzü/İstanbul, Türkiye"
Kardent Ağız ve Diş Sağlığı Ltd. Şti.,support@dentisto.com; help@dentisto.com; info@kardent.com.tr,İstanbul,diş hekimleri,http://www.kardent.com.tr/,902124231029.0,"Mustafa Kemal Paşa, İstiklal Cd. No:78A, 34320 Avcılar/İstanbul, Türkiye"
Hospitadent Esenyurt Diş Hastanesi,,İstanbul,diş hekimleri,https://www.hospitadent.com/,902124001112.0,"Zafer Mahallesi, Haramidere yolu caddesi, No : 28 Sembol, 34575 Esenyurt/İstanbul, Türkiye"
İnci Park Ağız ve Diş Sağlığı Polikliniği,,İstanbul,diş hekimleri,http://instagram.com/inciparkdent,905394130100.0,"Güzelyurt, Orhangazi Cd. No:5/AE, 34515 Esenyurt/İstanbul, Türkiye"
"Dent360 Ağız ve Diş Sağlığı Polikliniği | İmplant tedavisi, zirkonyum, protez diş, diş teli, Beylikdüzü diş kliniği.",,İstanbul,diş hekimleri,http://www.dent360.com.tr/,,"Adnan Kahveci, Çambaşı Cd. NO:17/1, 34528 Beylikdüzü/İstanbul, Türkiye"
AvrupaDiş Ambarlı Ağız ve Diş Sağlığı Polikliniği,esenyurt@avrupadis.com; avcilar@avrupadis.com; ambarli@avrupadis.com; info@avrupadis.com; atasehir@avrupadis.com; acibadem@avrupadis.com; bahcesehir@avrupadis.com; agora@avrupadis.com,İstanbul,diş hekimleri,http://www.avrupadis.com/,,"Ambarlı, Cumhuriyet Cd. 58/A, 34315 Avcılar/İstanbul, Türkiye"
"Dt. Zeynep Balat, Diş Hekimi",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/zeynep-balat/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=250912&utm_content=website,908503338344.0,"Mustafa Kemal Paşa, İstiklal Cd. No:78 A, 34230 Avcılar/İstanbul, Türkiye"
Nurdide Ural Candan Diş Kliniği,,İstanbul,diş hekimleri,http://www.nurdideuralcandan.com/,905327648929.0,"Kavaklı, İbrahim Müteferrika Cd. No:12 E, 34520 Beylikdüzü/İstanbul, Türkiye"
Dt. Emrah Gürbüz,iletisim@docplanner.com; user@domain.com.; homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/emrah-gurbuz/dis-hekimi-agiz-dis-ve-cene-cerrahisi-protetik-dis-tedavisi/beylikduzu?utm_source=google&utm_medium=gmb&utm_campaign=123405,908503338344.0,"Adnan Kahveci, Anadolu Cd. No:24/1, 34500 Beylikdüzü/İstanbul, Türkiye"
Uzman Diş Ağız ve Diş Sağlığı Polikliniği,bilgi@uzmandisistanbul.com; info@uzmandisistanbul.com,İstanbul,diş hekimleri,http://www.uzmandisistanbul.com/,902128711101.0,"Barış, Ginza Lavinya, E-5 Yanyolu No:30-263, 34520 Beylikdüzü/İstanbul, Türkiye"
"Uzm. Dt. Hakan Özdoğru, Çocuk Diş Hekimi, Pedodontist",homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/hakan-ozdogru-2/dis-hekimi-cocuk-dis-hekimligi-pedodonti/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=238296&utm_content=website,908503338344.0,"Adnan Kahveci, Yavuz Sultan Selim Blv., 34528 Beylikdüzü/İstanbul, Türkiye"
Dent 32 - Dental Clinic,,İstanbul,diş hekimleri,https://www.dent32.com/,905550113368.0,"Barış, Ginza Lavinya, E-5 Yanyolu No:30 D:179, 34520 Beylikdüzü/İstanbul, Türkiye"
Diş Hekimi Özdemir Yıldız,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 8c4075d5481d476e945486754f783364@sentry.io; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,İstanbul,diş hekimleri,http://dishekimiozdemiryildiz.com/,905324050972.0,"Büyükşehir Konutları Bahçeli sok. A15 Blok D:0, 34520 Beylikdüzü/İstanbul, Türkiye"
DİŞ HEKİMİ SEVCAN BİÇER,info@dentaloji.com.tr,İstanbul,diş hekimleri,http://www.dentaloji.com.tr/,902128739993.0,"Barış Mahallesi Çiftlik Caddesi, Adakent Villaları No:12, 34520 Beylikdüzü/İstanbul, Türkiye"
Diş Hekimi Derya Tülü,homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/derya-tulu-2/dis-hekimi/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=262324&utm_content=post_book_now,902125002700.0,"Adnan Kahveci, Anadolu Cd. No:24 D:1, 34528 Beylikdüzü/İstanbul, Türkiye"
Dent Clinique Ağız ve Diş Sağlığı Polikliniği,,İstanbul,diş hekimleri,https://ozelklinikabir.com/,905013716890.0,"Atatürk, Akros/Istanbul, 1992 Sokak 10G No.8, 34522 Esenyurt/İstanbul, Türkiye"
Diş Hekimi İlker Topcu,,İstanbul,diş hekimleri,http://www.dent360.com.tr/,905324194878.0,"Adnan Kahveci, Çambaşı Cd. No:17/1, 34528 Beylikdüzü/İstanbul, Türkiye"
S & M özel diş ve ağız sağlık merkezi,,İstanbul,diş hekimleri,https://linktr.ee/infinitydentel,905340369445.0,"Akevler, YEŞİLKAYALAR AP, Pazaryolu Cd. No:101 D:4, 34513 Esenyurt/İstanbul, Türkiye"
Kristaldent Ağız Ve Diş Sağlığı Polikliniği,info@kristaldent.com.tr; info@demoemail.com,İstanbul,diş hekimleri,http://www.kristaldent.com.tr/,902129396991.0,"Barbaros Hayrettinpaşa Mahallesi, Adnan Kahveci Blv. no:4, 34522 2 esenyurt/Beylikdüzü/İstanbul, Türkiye"
Prodens Ağız & Diş Sağlığı Polikliniği,info@prodens.net,İstanbul,diş hekimleri,http://prodens.net/,902128551955.0,"Pınartepe, Avrupa Cd. Vista4 rezidans no:83L/8, 34500 Büyükçekmece/İstanbul, Türkiye"
İstanbul Beykent Üniversitesi Diş Hastanesi,,İstanbul,diş hekimleri,http://www.beykentagizvedis.com/,,"Cumhuriyet, Turgut Özal Bv No:1, 34500 Büyükçekmece/İstanbul, Türkiye"
Avcılar Dentaliva Ağız ve Diş Sağlığı Polikliniği,info@dentaliva.com,İstanbul,diş hekimleri,https://www.dentaliva.com/,905308405482.0,"Üniversite, Üniversite Mh. Londra Asfalt E5 Yanyol, Çimli Sk. No:24, 34320 Avcılar/İstanbul, Türkiye"
Dr. Dt. Esra Kurt Ortodonti Kliniği,iletisim@docplanner.com; user@domain.com.; homepage-pro-banner@2x.webp,İstanbul,diş hekimleri,https://www.doktortakvimi.com/esra-kurt/ortodonti/istanbul?utm_source=google&utm_medium=gmb&utm_campaign=120959,905073126757.0,"Adnan Kahveci Mahallesi Alemdağ Caddesi Centro İş Merkezi, A Blok No:32, 34528 Beylikdüzü/İstanbul, Türkiye"
Diş Hekimi MEHMET VEHBİ ÇELİK,destek@natro.com,İstanbul,diş hekimleri,http://www.dtyasincelik.com/,902128553333.0,"Adnan Kahveci mah.Yavuz Sultan Selim Blv. Kubist Residance, Kat: 2 Daire :177, 34528 Beylikdüzü/İstanbul, Türkiye"
West Orthodontics Beylikdüzü,globe@2x.webp; flags@2x.webp; info@batiortodonti.com,İstanbul,diş hekimleri,http://www.batiortodonti.com/,902128713700.0,"Mevlana, 7, Yıldırım Beyazıt Cd. No:3, 34515 Esenyurt/İstanbul, Türkiye"
dentalport Oral and Dental Health Clinic,o.gokmen@dentalport.com.tr; bilgi@dentalport.com.tr; s.degirmenci@dentalport.com.tr; y.cengiz@dentalport.com.tr,İstanbul,diş hekimleri,http://www.dentalport.com.tr/,905448552232.0,"Adnan Kahveci, 34528 Beylikdüzü/İstanbul, Türkiye"
Marin Clinic Ağız Diş Sağlığı Polikliniği,info@marinclinic.com.tr,İstanbul,diş hekimleri,http://www.marinclinic.com.tr/,905073173996.0,"Marmara, Hürriyet Blv No:98, 34524 Beylikdüzü/İstanbul, Türkiye"
